E =  146.950 MeV, Wt = 1.0, Sc = 1.0
 99.590    0.950500    0.020300
 95.740    0.957800    0.020900
 91.910    0.909700    0.021300
 88.090    0.942500    0.023100
 84.260    1.033000    0.025800
 80.410    1.092200    0.028800
 76.510    1.181600    0.032600
 72.540    1.298300    0.036600
 68.490    1.452500    0.040700
 64.320    1.563200    0.043900
 60.000    1.748100    0.049000
 55.480    1.817600    0.049400
 50.700    1.788100    0.046900
 45.570    1.945200    0.046900
 39.940    1.982800    0.041100
 33.560    1.899900    0.040400
 25.840    1.527600    0.053800
 14.840    0.925600    0.098000
-------------------------------------
E = 1101.820 MeV, Wt = 1.0, Sc = 1.0
165.160    1.441800    0.045900
154.160    1.476300    0.035500
146.440    1.477800    0.033900
140.060    1.629900    0.035400
134.430    1.718200    0.038100
129.300    1.743900    0.039400
124.520    1.580600    0.037000
120.000    1.450700    0.033500
115.680    1.313000    0.030700
111.510    1.206200    0.028400
107.460    1.126400    0.027000
103.490    1.066800    0.025800
 99.590    0.956300    0.024700
 95.740    0.923300    0.025000
 91.910    0.901800    0.025800
 88.090    0.961800    0.028500
 84.260    0.968100    0.030900
 80.410    1.121000    0.035500
 76.510    1.220700    0.040500
 72.540    1.308700    0.044800
 68.490    1.426400    0.049300
 64.320    1.563400    0.053500
 60.000    1.757700    0.059200
 55.480    1.735100    0.059200
 50.700    1.902000    0.058600
 45.570    1.843500    0.055200
 39.940    1.945800    0.049200
 33.560    1.816300    0.048000
 25.840    1.427700    0.063400
 14.840    0.931000    0.127600
-------------------------------------
E = 1105.490 MeV, Wt = 1.0, Sc = 1.0
165.160    1.261600    0.038600
154.160    1.398000    0.030900
146.440    1.444900    0.030100
140.060    1.556400    0.031000
134.430    1.657100    0.033500
129.300    1.658300    0.034600
124.520    1.496400    0.032300
120.000    1.364900    0.029400
115.680    1.278500    0.027000
111.510    1.154200    0.024900
107.460    1.093300    0.023800
103.490    1.015000    0.022700
 99.590    0.917100    0.021800
 95.740    0.850400    0.021600
 91.910    0.913900    0.023300
 88.090    0.962000    0.025500
 84.260    0.981700    0.027900
 80.410    1.048500    0.031000
 76.510    1.152100    0.035100
 72.540    1.289600    0.039900
 68.490    1.385200    0.043800
 64.320    1.519200    0.047500
 60.000    1.660400    0.051900
 55.480    1.632000    0.051700
 50.700    1.805900    0.051700
 45.570    1.953400    0.051000
 39.940    1.899500    0.043200
 33.560    1.814000    0.042800
 25.840    1.342900    0.055400
 14.840    0.724400    0.104000
-------------------------------------
E = 1116.430 MeV, Wt = 1.0, Sc = 1.0
165.160    1.208600    0.034900
154.160    1.296000    0.027200
146.440    1.280600    0.025800
140.060    1.354000    0.026500
134.430    1.442600    0.028600
129.300    1.480500    0.030000
124.520    1.306200    0.027700
120.000    1.237900    0.025500
115.680    1.146700    0.023400
111.510    1.022300    0.021300
107.460    0.923100    0.019900
103.490    0.913700    0.019600
 99.590    0.856100    0.019200
 95.740    0.812900    0.019300
 91.910    0.795100    0.020100
 88.090    0.902000    0.023000
 84.260    0.912900    0.025100
 80.410    0.963600    0.027700
 76.510    1.113800    0.032200
 72.540    1.218900    0.035900
 68.490    1.294800    0.039300
 64.320    1.391100    0.042000
 60.000    1.561800    0.046700
 55.480    1.541600    0.045700
 50.700    1.630100    0.044800
 45.570    1.696000    0.043500
 39.940    1.685800    0.037000
 33.560    1.675600    0.037400
 25.840    1.237800    0.049100
 14.840    0.836500    0.093900
-------------------------------------
E = 1120.060 MeV, Wt = 1.0, Sc = 1.0
165.160    1.217200    0.044300
154.160    1.262600    0.034100
146.440    1.175500    0.031600
140.060    1.352200    0.033600
134.430    1.438700    0.036200
129.300    1.441000    0.037400
124.520    1.271800    0.034400
120.000    1.158600    0.031300
115.680    1.085100    0.029000
111.510    0.978000    0.026400
107.460    0.922900    0.025500
103.490    0.851000    0.024200
 99.590    0.836700    0.024100
 95.740    0.768800    0.024200
 91.910    0.822700    0.026100
 88.090    0.888200    0.029200
 84.260    0.905900    0.031900
 80.410    0.980300    0.035500
 76.510    1.053500    0.040300
 72.540    1.196300    0.045600
 68.490    1.242400    0.049400
 64.320    1.290800    0.052000
 60.000    1.468500    0.058400
 55.480    1.506100    0.057900
 50.700    1.471900    0.055000
 45.570    1.737900    0.055500
 39.940    1.688800    0.046800
 33.560    1.636800    0.047100
 25.840    1.197900    0.061600
 14.840    0.777900    0.112800
-------------------------------------
E = 1123.690 MeV, Wt = 1.0, Sc = 1.0
165.160    1.092400    0.048000
154.160    1.236700    0.037700
146.440    1.175800    0.035200
140.060    1.340600    0.036800
134.430    1.334700    0.039100
129.300    1.335600    0.040500
124.520    1.230600    0.038100
120.000    1.088900    0.034100
115.680    1.013600    0.031500
111.510    0.978800    0.029600
107.460    0.873300    0.027600
103.490    0.769900    0.025800
 99.590    0.785400    0.026300
 95.740    0.764100    0.026700
 91.910    0.751700    0.028000
 88.090    0.816800    0.031500
 84.260    0.854700    0.034800
 80.410    0.945300    0.039800
 76.510    1.071900    0.045000
 72.540    1.169100    0.050800
 68.490    1.340600    0.057800
 64.320    1.308300    0.059100
 60.000    1.430000    0.063500
 55.480    1.444900    0.063600
 50.700    1.569600    0.062100
 45.570    1.621800    0.059900
 39.940    1.661500    0.051600
 33.560    1.514100    0.050500
 25.840    1.113100    0.068700
 14.840    0.835200    0.138200
-------------------------------------
E = 1129.060 MeV, Wt = 1.0, Sc = 1.0
165.160    1.169100    0.032000
154.160    1.156600    0.024200
146.440    1.128000    0.023000
140.060    1.168200    0.023200
134.430    1.305500    0.025500
129.300    1.296800    0.026500
124.520    1.177600    0.024800
120.000    1.053600    0.022200
115.680    1.021900    0.021000
111.510    0.919800    0.019100
107.460    0.831400    0.017800
103.490    0.767000    0.017100
 99.590    0.734600    0.016800
 95.740    0.725100    0.017300
 91.910    0.748600    0.018600
 88.090    0.809000    0.020600
 84.260    0.833000    0.022900
 80.410    0.932200    0.026100
 76.510    0.944500    0.028600
 72.540    1.121200    0.033000
 68.490    1.265200    0.037600
 64.320    1.331600    0.039000
 60.000    1.345700    0.041100
 55.480    1.388400    0.041400
 50.700    1.430100    0.039500
 45.570    1.508700    0.038500
 39.940    1.481100    0.032400
 33.560    1.548000    0.033900
 25.840    1.156600    0.044700
 14.840    0.670800    0.084600
-------------------------------------
E = 1136.250 MeV, Wt = 1.0, Sc = 1.0
165.160    1.143800    0.028100
154.160    1.110300    0.021300
146.440    1.134000    0.020500
140.060    1.184200    0.020900
134.430    1.253400    0.022400
129.300    1.222700    0.023100
124.520    1.104900    0.021600
120.000    0.970800    0.019100
115.680    0.928900    0.017800
111.510    0.840600    0.016300
107.460    0.753100    0.015200
103.490    0.751000    0.015100
 99.590    0.720300    0.015000
 95.740    0.704300    0.015300
 91.910    0.733200    0.016500
 88.090    0.754500    0.018000
 84.260    0.857800    0.021000
 80.410    0.888400    0.023000
 76.510    0.937200    0.025400
 72.540    1.070300    0.028900
 68.490    1.187300    0.032500
 64.320    1.222300    0.033800
 60.000    1.330600    0.036400
 55.480    1.270400    0.035400
 50.700    1.315000    0.034000
 45.570    1.483400    0.034100
 39.940    1.438400    0.028700
 33.560    1.375400    0.028500
 25.840    1.131700    0.039300
 14.840    0.705300    0.069400
-------------------------------------
E = 1143.380 MeV, Wt = 1.0, Sc = 1.0
165.160    1.091500    0.026200
154.160    1.053700    0.019800
146.440    1.077500    0.019000
140.060    1.085700    0.019100
134.430    1.177500    0.020600
129.300    1.187700    0.021700
124.520    1.033600    0.019900
120.000    0.949400    0.017900
115.680    0.871400    0.016400
111.510    0.787500    0.015000
107.460    0.727200    0.014100
103.490    0.716700    0.014000
 99.590    0.673800    0.013800
 95.740    0.675500    0.014300
 91.910    0.698900    0.015400
 88.090    0.751100    0.017200
 84.260    0.791100    0.019300
 80.410    0.890800    0.022100
 76.510    0.913200    0.024100
 72.540    1.091600    0.028300
 68.490    1.100400    0.030000
 64.320    1.126500    0.031400
 60.000    1.193800    0.033100
 55.480    1.227100    0.032800
 50.700    1.305100    0.032200
 45.570    1.347900    0.030800
 39.940    1.411300    0.026800
 33.560    1.317100    0.026500
 25.840    1.071500    0.036300
 14.840    0.692700    0.070200
-------------------------------------
E = 1153.990 MeV, Wt = 1.0, Sc = 1.0
165.160    1.166600    0.029500
154.160    1.084600    0.021800
146.440    1.038600    0.020500
140.060    1.046500    0.020500
134.430    1.099300    0.021900
129.300    1.106300    0.023100
124.520    0.980500    0.021300
120.000    0.870400    0.018900
115.680    0.803200    0.017400
111.510    0.754300    0.016300
107.460    0.713200    0.015500
103.490    0.661200    0.014900
 99.590    0.643200    0.014900
 95.740    0.627300    0.015400
 91.910    0.668300    0.016800
 88.090    0.672200    0.018300
 84.260    0.781100    0.021500
 80.410    0.760100    0.023300
 76.510    0.861000    0.026500
 72.540    0.937300    0.029600
 68.490    1.039900    0.032600
 64.320    1.048300    0.033700
 60.000    1.161700    0.036200
 55.480    1.125600    0.035100
 50.700    1.153100    0.034000
 45.570    1.246700    0.032600
 39.940    1.260900    0.027900
 33.560    1.336800    0.029600
 25.840    1.083200    0.041100
 14.840    0.662400    0.076600
-------------------------------------
E = 1160.990 MeV, Wt = 1.0, Sc = 1.0
165.160    1.116500    0.027700
154.160    1.030600    0.020600
146.440    0.981400    0.019300
140.060    0.996300    0.019300
134.430    1.046400    0.020600
129.300    0.985700    0.021100
124.520    0.972800    0.020400
120.000    0.852500    0.018000
115.680    0.744200    0.016100
111.510    0.699400    0.015100
107.460    0.675900    0.014500
103.490    0.653000    0.014300
 99.590    0.624800    0.014200
 95.740    0.619800    0.014800
 91.910    0.633200    0.015900
 88.090    0.682600    0.017900
 84.260    0.741200    0.020400
 80.410    0.764400    0.022600
 76.510    0.849100    0.025600
 72.540    0.943600    0.028900
 68.490    1.007300    0.031000
 64.320    1.062600    0.032900
 60.000    1.131900    0.034700
 55.480    1.000700    0.031900
 50.700    1.080900    0.031500
 45.570    1.219600    0.031100
 39.940    1.246600    0.026700
 33.560    1.283300    0.027900
 25.840    1.086900    0.039300
 14.840    0.694100    0.077200
-------------------------------------
E = 1167.990 MeV, Wt = 1.0, Sc = 1.0
165.160    1.122300    0.029500
154.160    1.027300    0.021600
146.440    0.992100    0.020400
140.060    0.989500    0.020200
134.430    1.051400    0.021900
129.300    1.016200    0.022400
124.520    0.891300    0.020700
120.000    0.777500    0.018300
115.680    0.743200    0.017100
111.510    0.671200    0.015700
107.460    0.625900    0.014800
103.490    0.576000    0.014300
 99.590    0.598200    0.014800
 95.740    0.594700    0.015500
 91.910    0.571100    0.016300
 88.090    0.661200    0.018800
 84.260    0.701500    0.021400
 80.410    0.796000    0.024700
 76.510    0.794700    0.026500
 72.540    0.898800    0.030000
 68.490    0.938400    0.031900
 64.320    1.006300    0.034100
 60.000    1.029200    0.035300
 55.480    0.997400    0.033700
 50.700    1.086600    0.033400
 45.570    1.135000    0.031600
 39.940    1.210100    0.027700
 33.560    1.212600    0.028900
 25.840    1.094000    0.041900
 14.840    0.691500    0.083800
-------------------------------------
E = 1174.920 MeV, Wt = 1.0, Sc = 1.0
165.160    1.151800    0.028700
154.160    1.033500    0.021000
146.440    0.972700    0.019400
140.060    1.004500    0.019600
134.430    1.013100    0.020600
129.300    0.992200    0.021400
124.520    0.874700    0.019700
120.000    0.762600    0.017500
115.680    0.744000    0.016500
111.510    0.662400    0.015100
107.460    0.595000    0.014000
103.490    0.590100    0.014000
 99.590    0.589900    0.014200
 95.740    0.587800    0.015000
 91.910    0.611400    0.016300
 88.090    0.672300    0.018600
 84.260    0.723100    0.021100
 80.410    0.752100    0.023500
 76.510    0.795600    0.025900
 72.540    0.852100    0.028600
 68.490    0.917600    0.030600
 64.320    0.938700    0.032200
 60.000    0.956200    0.033500
 55.480    0.956800    0.032100
 50.700    0.989900    0.030900
 45.570    1.114600    0.030200
 39.940    1.269100    0.027300
 33.560    1.266000    0.028300
 25.840    1.061300    0.040500
 14.840    0.913900    0.091900
-------------------------------------
E = 1181.800 MeV, Wt = 1.0, Sc = 1.0
165.160    1.127400    0.032700
154.160    1.079000    0.024300
146.440    1.000500    0.022500
140.060    0.968800    0.022100
134.430    0.986800    0.023300
129.300    0.979300    0.024400
124.520    0.832400    0.022100
120.000    0.711500    0.019600
115.680    0.628600    0.017700
111.510    0.641400    0.017000
107.460    0.587200    0.016000
103.490    0.551900    0.015600
 99.590    0.560200    0.016200
 95.740    0.554200    0.016800
 91.910    0.580900    0.018600
 88.090    0.664600    0.021500
 84.260    0.690300    0.024000
 80.410    0.734400    0.026900
 76.510    0.735600    0.029100
 72.540    0.904600    0.034300
 68.490    0.909400    0.035300
 64.320    0.943600    0.037500
 60.000    0.948200    0.038100
 55.480    0.971200    0.037400
 50.700    0.984500    0.035300
 45.570    0.943200    0.032100
 39.940    1.198300    0.030400
 33.560    1.223200    0.032000
 25.840    0.983400    0.044700
 14.840    0.697300    0.093200
-------------------------------------
E = 1188.630 MeV, Wt = 1.0, Sc = 1.0
165.160    1.160500    0.029800
154.160    1.112900    0.022300
146.440    0.990400    0.020300
140.060    0.968400    0.020100
134.430    0.943900    0.020700
129.300    0.907400    0.021400
124.520    0.813800    0.019800
120.000    0.695500    0.017500
115.680    0.659500    0.016200
111.510    0.636600    0.015300
107.460    0.575100    0.014300
103.490    0.532900    0.013800
 99.590    0.525100    0.014200
 95.740    0.567300    0.015300
 91.910    0.571300    0.016700
 88.090    0.619600    0.018900
